uniqueid,title,start_academic_month,start_academic_year,end_academic_month,end_academic_year,first_author,second_author,third_author,other_authors,is_student_author,student_name,student_batch,specification,publication_type,publication_name,publisher,year_of_publishing,month_of_publishing,volume,page_number,indexing,quartile,citation,doi,front_page_path,url,ISSN,verified,admin_verified
2021JUL101007s10115021015922,Tweet-scan-post: a system for analysis of sensitive private data disclosure in online social media,JUL,2021,JUN,2022,R. Geetha,S. Karthika,Ponnurangam Kumaraguru,None,NULL,NULL,NULL,article,Journal,Knowledge and Information Systems,Springer Science and Business Media LLC,2021,7,63,2365-2404,Web of Sciences,NULL,6,10.1007/s10115-021-01592-2,NULL,http://dx.doi.org/10.1007/s10115-021-01592-2,0219-1377 0219-3116,FALSE,FALSE
2021JUL101007s10462020099075,Understanding Lombard speech: a review of compensation techniques towards improving speech based recognition systems,JUL,2021,JUN,2022,S. Uma Maheswari,A. Shahina,A. Nayeemulla Khan,NULL,NULL,NULL,NULL,article,Journal,Artificial Intelligence Review,Springer Science and Business Media LLC,2020,9,54,2495-2523,Web of Sciences,Q1,8,10.1007/s10462-020-09907-5,NULL,http://dx.doi.org/10.1007/s10462-020-09907-5,0269-2821 1573-7462,FALSE,FALSE
2021JUL101007s1077202109888y,A deep learning approach for robust speaker identification using chroma energy normalized statistics and mel frequency cepstral coefficients,JUL,2021,JUN,2022,J. V. Thomas Abraham,A. Nayeemulla Khan,A. Shahina,None,NULL,NULL,NULL,article,Journal,International Journal of Speech Technology,Springer Science and Business Media LLC,2021,8,26,579-587,Scopus,Q1,5,10.1007/s10772-021-09888-y,NULL,http://dx.doi.org/10.1007/s10772-021-09888-y,1381-2416 1572-8110,FALSE,FALSE
2021JUL101007s1104501900697w,Secure data hiding by fruit fly optimization improved hybridized seeker algorithm,JUL,2021,JUN,2022,R. Roselin Kiruba,T. Sree Sharmila,NULL,NULL,NULL,NULL,NULL,article,Journal,Multidimensional Systems and Signal Processing,Springer Science and Business Media LLC,2020,1,32,405-430,Web of Sciences,Q2,14,10.1007/s11045-019-00697-w,NULL,http://dx.doi.org/10.1007/s11045-019-00697-w,0923-6082 1573-0824,FALSE,FALSE
2021JUL101007s11063021105462,EarNet: Biometric Embeddings for End to End Person Authentication System Using Transient Evoked Otoacoustic Emission Signals,JUL,2021,JUN,2022,Akshath Varugeese,A. Shahina,Khadar Nawas,A. Nayeemulla Khan,NULL,NULL,NULL,article,Journal,Neural Processing Letters,Springer Science and Business Media LLC,2021,11,54,21-41,Web of Sciences,Q2,3,10.1007/s11063-021-10546-2,NULL,http://dx.doi.org/10.1007/s11063-021-10546-2,1370-4621 1573-773X,FALSE,FALSE
2021JUL101007s1127702007907w,Blockchain Based Chameleon Hashing Technique for Privacy Preservation in E-Governance System,JUL,2021,JUN,2022,M. V. Ranjith Kumar,N. Bhalaji,None,None,NULL,NULL,NULL,article,Journal,Wireless Personal Communications,Springer Science and Business Media LLC,2020,11,117,987-1006,Web of Sciences,Q2,25,10.1007/s11277-020-07907-w,NULL,http://dx.doi.org/10.1007/s11277-020-07907-w,0929-6212 1572-834X,FALSE,FALSE
2021JUL101007s1127702108934x,Hybrid Bird Swarm Optimized Quasi Affine Algorithm Based Node Location in Wireless Sensor Networks,JUL,2021,JUN,2022,E. M. Malathy,Mythili Asaithambi,Alagu Dheeraj,Kannan Arputharaj,NULL,NULL,NULL,article,Journal,Wireless Personal Communications,Springer Science and Business Media LLC,2021,8,122,947-962,Web of Sciences,Q2,5,10.1007/s11277-021-08934-x,NULL,http://dx.doi.org/10.1007/s11277-021-08934-x,0929-6212 1572-834X,FALSE,FALSE
2021JUL101007s1265201901655x,Performance analysis of nature inspired load balancing algorithm in cloud environment,JUL,2021,JUN,2022,V. Arulkumar,N. Bhalaji,NULL,NULL,NULL,NULL,NULL,article,Journal,Journal of Ambient Intelligence and Humanized Computing,Springer Science and Business Media LLC,2020,1,12,3735-3742,Scopus,Q1,22,10.1007/s12652-019-01655-x,NULL,http://dx.doi.org/10.1007/s12652-019-01655-x,1868-5137 1868-5145,FALSE,FALSE
2021JUL101007s4187002100774z,Performance evaluation of encryption algorithm using fruit fly optimization improved hybridized seeker and PVD algorithm,JUL,2021,JUN,2022,R. Roselinkiruba,T. Sree Sharmila,NULL,NULL,NULL,NULL,NULL,article,Journal,International Journal of Information Technology,Springer Science and Business Media LLC,2021,8,13,1797-1803,Scopus,NULL,8,10.1007/s41870-021-00774-z,NULL,http://dx.doi.org/10.1007/s41870-021-00774-z,2511-2104 2511-2112,FALSE,FALSE
2021JUL101016jbspc2021103278,Reconstructed phase space portraits for detecting brain diseases using deep learning,JUL,2021,JUN,2022,N. Ilakiyaselvan,A. Nayeemulla Khan,A. Shahina,NULL,NULL,NULL,NULL,article,Journal,Biomedical Signal Processing and Control,Elsevier BV,2022,1,71,103278,Web of Sciences,NULL,6,10.1016/j.bspc.2021.103278,NULL,http://dx.doi.org/10.1016/j.bspc.2021.103278,1746-8094,FALSE,FALSE
2021JUL1010800377206320211892539,Miniaturized Dual-Band Metamaterial-Loaded Antenna for Heterogeneous Vehicular Communication Networks,JUL,2021,JUN,2022,E. M. Malathy,I. R. Praveen Joe,P. Ajitha,None,NULL,NULL,NULL,article,Journal,IETE Journal of Research,Informa UK Limited,2021,3,69,2436-2445,Web of Sciences,NULL,11,10.1080/03772063.2021.1892539,NULL,http://dx.doi.org/10.1080/03772063.2021.1892539,0377-2063 0974-780X,FALSE,FALSE
2021JUL1010801543507520211930004,Proactive maintenance of small wind turbines using IoT and machine learning models,JUL,2021,JUN,2022,Yoganand Selvaraj,Chithra Selvaraj,NULL,NULL,NULL,NULL,NULL,article,Journal,International Journal of Green Energy,Informa UK Limited,2021,6,19,463-475,Web of Sciences,NULL,6,10.1080/15435075.2021.1930004,NULL,http://dx.doi.org/10.1080/15435075.2021.1930004,1543-5075 1543-5083,FALSE,FALSE
2021JUL1010881742659619111012012,Auto-Off ID: Automatic Detection of Offensive Language in Social Media,JUL,2021,JUN,2022,R Geetha,S Karthika,Chaluvadi Jwala Sowmika,Bharathi M Janani,NULL,NULL,NULL,article,Journal,Journal of Physics: Conference Series,IOP Publishing,2021,5,1911,12012,Scopus,NULL,0,10.1088/1742-6596/1911/1/012012,NULL,http://dx.doi.org/10.1088/1742-6596/1911/1/012012,1742-6588 1742-6596,FALSE,FALSE
2021JUL101093comjnlbxab118,Rumor Identification and Verification for Text in Social Media Content,JUL,2021,JUN,2022,P Suthanthira Devi,S Karthika,NULL,NULL,NULL,NULL,NULL,article,Journal,The Computer Journal,Oxford University Press (OUP),2021,9,65,436-455,Web of Sciences,NULL,2,10.1093/comjnl/bxab118,NULL,http://dx.doi.org/10.1093/comjnl/bxab118,0010-4620 1460-2067,FALSE,FALSE
2021JUL101142s0219477522500080,Enhancing Speech Quality Using Artificial Bandwidth Expansion with Deep Shallow Convolution Neural Network Framework,JUL,2021,JUN,2022,N. Radha,R. B. Jananie,A. Anto Silviya,NULL,NULL,NULL,NULL,article,Journal,Fluctuation and Noise Letters,World Scientific Pub Co Pte Ltd,2021,7,21,NULL,Web of Sciences,NULL,2,10.1142/s0219477522500080,NULL,http://dx.doi.org/10.1142/s0219477522500080,0219-4775 1793-6780,FALSE,FALSE
2021JUL101201978100319383819,Assurance on data integrity in cloud data centre using PKI built RDIC method,JUL,2021,JUN,2022,V. Arulkumar,R. Lathamanju,A. Sandanakaruppan,NULL,NULL,NULL,NULL,inbook,Book Chapter,Recent Trends in Communication and Electronics,CRC Press,2021,6,0,98-102,ISSN,NULL,1,10.1201/9781003193838-19,NULL,http://dx.doi.org/10.1201/9781003193838-19,NULL,FALSE,FALSE
2021JUL102298gensr2103297u,Optimised feature selection for early cancer detection,JUL,2021,JUN,2022,K.R. Uthayan,S. Mohanavalli,B. Nivetha,S. Dhivya,NULL,NULL,NULL,article,Journal,Genetika,National Library of Serbia,2021,NULL,53,1297-1309,Scopus,Q3,1,10.2298/gensr2103297u,NULL,http://dx.doi.org/10.2298/gensr2103297u,0534-0012 1820-6069,FALSE,FALSE
2021JUL10242050327671620204093,Acoustic-visual based Accent Identification system using deep neural networks,JUL,2021,JUN,2022,"Radha N,",Sachin Madhavan RM,None,None,No,NULL,NULL,article,Journal,International Journal of Early Childhood Special Education (INT-JECSE),INT-JECSE,2021,NULL,30,866-880,Web of Sciences,NULL,0,10.24205/03276716.2020.4093,NULL,http://162.241.116.76/data-cms/articles/20210621010224pmSSCI-674.pdf,3276716,FALSE,FALSE
2021JUL10242050327671620215020,Recognition of hand signs based on geometrical features using machine learning and deep learning approaches,JUL,2021,JUN,2022,Kulandai Josephine Julina Joseph,Sree Sharmila Thangaswamy,None,None,NULL,NULL,NULL,article,Journal,Revista Argentina de Clinica Psicologica,Fundacion Aigle,2021,NULL,30,175-183,Web of Sciences,NULL,1,10.24205/03276716.2021.5020,NULL,https://www.revistaclinicapsicologica.com/data-cms/articles/20220312093540pmSSCI-708.pdf,3276716,FALSE,FALSE
2021JUL1032604cmc2022020965,Intelligent Deep Learning Based Disease Diagnosis Using Biomedical Tongue Images,JUL,2021,JUN,2022,V. Thanikachalam,S. Shanthi,K. Kalirajan,"Sayed Abdel-Khalek, Mohamed Omri, Lotfi M. Ladhar",NULL,NULL,NULL,article,Journal,"Computers, Materials and Continua","Computers, Materials and Continua (Tech Science Press)",2022,NULL,70,5667-5681,Web of Sciences,NULL,3,10.32604/cmc.2022.020965,NULL,http://dx.doi.org/10.32604/cmc.2022.020965,1546-2226,FALSE,FALSE
2021JUL1032604cmc2022021300,IoT-Cloud Empowered Aerial Scene Classification for Unmanned Aerial Vehicles,JUL,2021,JUN,2022,K. R. Uthayan,G. Lakshmi Vara Prasad,V. Mohan,"C. Bharatiraja, Irina V. Pustokhina, Denis A. Pustokhin, Vicente GarcQian  DQian z",NULL,NULL,NULL,article,Journal,"Computers, Materials and Continua","Computers, Materials and Continua (Tech Science Press)",2022,NULL,70,5161-5177,Web of Sciences,NULL,0,10.32604/cmc.2022.021300,NULL,http://dx.doi.org/10.32604/cmc.2022.021300,1546-2226,FALSE,FALSE
2021JUL1032604iasc2022022021,End-to-End Speech Recognition of Tamil Language,JUL,2021,JUN,2022,Mohamed Hashim Changrampadi,A. Shahina,M. Badri Narayanan,A. Nayeemulla Khan,NULL,NULL,NULL,article,Journal,"Computers, Materials and Continua","Computers, Materials and Continua (Tech Science Press)",2022,NULL,32,1309-1323,Web of Sciences,NULL,11,10.32604/iasc.2022.022021,NULL,http://dx.doi.org/10.32604/iasc.2022.022021,1079-8587,FALSE,FALSE
2021JUL1034218ijeet1292021006,Impact of Singing Bowl Playing on the Brain Using EEG,JUL,2021,JUN,2022,Sundharakumar K. B.,Bhalaji N.,Rema Devi R. K.,Srinivasan R.,NULL,NULL,NULL,article,Journal,INTERNATIONAL JOURNAL OF ELECTRICAL ENGINEERING AND TECHNOLOGY,IAEME Publication Chennai,2021,9,12,NULL,Scopus,NULL,1,10.34218/ijeet.12.9.2021.006,NULL,http://dx.doi.org/10.34218/ijeet.12.9.2021.006,0976-6553 0976-6545,FALSE,FALSE
2021JUL1035940ijiteeB82291210220,Parkinson's Disease Detection using Machine Learning Techniques,JUL,2021,JUN,2022,Radha N,Sachin Madhavan RM,Sameera holy S,None,NULL,NULL,NULL,article,Journal,Revista Argentina de Clinica Psicologica,Fundacion Aigle,2021,NULL,30,543,NULL,NULL,12,10.35940/ijitee.B8229.1210220,NULL,https://www.revistaclinicapsicologica.com/archivesarticle.php?id=494,3276716,FALSE,FALSE
2021JUL103934mbe2021309,Fruit-Fly optimization-based feature integration in image retrieval,JUL,2021,JUN,2022,Pavithra Latha Kumaresan,Subbulakshmi Pasupathi,Sindhia Lingaswamy,"Sree Sharmila Thangaswamy, Vimal Shunmuganathan and Danilo Pelusi",No,NULL,NULL,article,Journal,Mathematical Biosciences and Engineering,American Institute of Mathematical Sciences (AIMS),2021,NULL,18,6178-6197,Web of Sciences,NULL,1,10.3934/mbe.2021309,NULL,http://dx.doi.org/10.3934/mbe.2021309,1551-0018,FALSE,FALSE
2021JUL105565revelcvia1360,Underwater Acoustic Image Denoising Using Stationary Wavelet Transform and Various Shrinkage Functions,JUL,2021,JUN,2022,Priyadharsini Ravisankar,NULL,NULL,NULL,NULL,NULL,NULL,article,Journal,ELCVIA Electronic Letters on Computer Vision and Image Analysis,Universitat Autonoma de Barcelona,2021,9,20,NULL,Scopus,NULL,1,10.5565/rev/elcvia.1360,NULL,http://dx.doi.org/10.5565/rev/elcvia.1360,1577-5097,FALSE,FALSE
2022JUL1010029781119910619ch5,Privacy Enhancement for Wireless Sensor Networks and the Internet of Things Based on Cryptological Techniques,JUL,2022,JUN,2023,M. Karthiga,A. Indirani,S. Sankarananth,"S. S. Sountharrajan, E. Suganya",NULL,NULL,NULL,misc,Book Chapter,Wireless Communication for Cybersecurity,Wiley,2023,10,0,105-128,NULL,NULL,0,10.1002/9781119910619.ch5,NULL,http://dx.doi.org/10.1002/9781119910619.ch5,NULL,FALSE,FALSE
2022JUL1010029781119910619ch6,Security and Confidentiality Concerns in Blockchain Technology,JUL,2022,JUN,2023,G. Prabu Kanna,M.J. Abinash,Yogesh Kumar,"Jagadeesh Kumar, E. Suganya",NULL,NULL,NULL,misc,Book Chapter,Wireless Communication for Cybersecurity,Wiley,2023,10,0,129-147,NULL,NULL,0,10.1002/9781119910619.ch6,NULL,http://dx.doi.org/10.1002/9781119910619.ch6,NULL,FALSE,FALSE
2022JUL101002cpe7109,An efficient hand gesture recognition based on optimal deep embedded hybrid convolutional neural network-long short term memory network model,JUL,2022,JUN,2023,Gajalakshmi Palanisamy,Sree Sharmila Thangaswamy,None,None,NULL,NULL,NULL,article,Journal,Concurrency and Computation: Practice and Experience,Wiley,2022,6,34,NULL,Web of Sciences,NULL,2,10.1002/cpe.7109,NULL,http://dx.doi.org/10.1002/cpe.7109,1532-0626 1532-0634,FALSE,FALSE
2022JUL101007978303133231919,Early Alzheimer Detection Through Speech Analysis and Vision Transformer Approach,JUL,2022,JUN,2023,G. Pranav,K. Varsha,K. S. Gayathri,None,NULL,NULL,NULL,inbook,Book Chapter,Communications in Computer and Information Science,Springer International Publishing,2023,5,1802,265-276,NULL,NULL,0,10.1007/978-3-031-33231-9_19,NULL,http://dx.doi.org/10.1007/978-3-031-33231-9_19,1865-0929 1865-0937,FALSE,FALSE
2022JUL10100797830313596517,Challenges and Opportunities for Green Energy Harvesting in Sustainable IoT Systems,JUL,2022,JUN,2023,S. Sankaranath,M. Karthiga,S. Sountharrajan,E. Suganya,NULL,NULL,NULL,inbook,Book Chapter,Energy Harvesting Trends for Low Power Compact Electronic Devices,Springer International Publishing,2023,9,0,129-152,NULL,NULL,0,10.1007/978-3-031-35965-1_7,NULL,http://dx.doi.org/10.1007/978-3-031-35965-1_7,2522-8595 2522-8609,FALSE,FALSE
2022JUL101007978981165655220,Automatic Credit Fraud Detection Using Ensemble Model,JUL,2022,JUN,2023,S. Srinidhi,K. Sowmya,S. Karthika,None,NULL,NULL,NULL,inbook,Book Chapter,ICT Analysis and Applications,Springer Nature Singapore,2022,1,314,211-224,NULL,NULL,0,10.1007/978-981-16-5655-2_20,NULL,http://dx.doi.org/10.1007/978-981-16-5655-2_20,2367-3370 2367-3389,FALSE,FALSE
2022JUL101007978981165655226,Swear Words Replacement Suggestion System,JUL,2022,JUN,2023,S. Naveen,Mayank Singh,S. Karthika,None,NULL,NULL,NULL,inbook,Book Chapter,ICT Analysis and Applications,Springer Nature Singapore,2022,1,314,271-280,NULL,NULL,0,10.1007/978-981-16-5655-2_26,NULL,http://dx.doi.org/10.1007/978-981-16-5655-2_26,2367-3370 2367-3389,FALSE,FALSE
2022JUL101007978981165987432,Applications of Open Source Intelligence in Crisis Analysis--A COVID-19 Case Study,JUL,2022,JUN,2023,A. K. Buvanasri,R. Meenakshi,S. Karthika,None,NULL,NULL,NULL,inbook,Book Chapter,ICT Systems and Sustainability,Springer Nature Singapore,2022,1,321,313-325,NULL,NULL,1,10.1007/978-981-16-5987-4_32,NULL,http://dx.doi.org/10.1007/978-981-16-5987-4_32,2367-3370 2367-3389,FALSE,FALSE
2022JUL101007978981168484539,Program Synthesis - A Survey,JUL,2022,JUN,2023,"Jacindha, S.","Abishek, G.","Vasuki, P",None,NULL,NULL,NULL,inbook,Book Chapter,Computational Intelligence in Machine Learning. Lecture Notes in Electrical Engineering,Springer Singapore,2022,3,834,409-421,NULL,NULL,1,10.1007/978-981-16-8484-5_39,NULL,https://doi.org/10.1007/978-981-16-8484-5_39,978-981-16-8484-5,FALSE,FALSE
2022JUL101007978981169605370,DetecSec: A Framework to Detect and Mitigate ARP Cache Poisoning Attacks,JUL,2022,JUN,2023,Debadyuti Bhattacharya,N. Sri Hari Karthick,Prem Suresh,N. Bhalaji,NULL,NULL,NULL,inbook,Book Chapter,Evolutionary Computing and Mobile Sustainable Networks,Springer Singapore,2022,3,116,997-1007,NULL,NULL,1,10.1007/978-981-16-9605-3_70,NULL,http://dx.doi.org/10.1007/978-981-16-9605-3_70,2367-4512 2367-4520,FALSE,FALSE
2022JUL101007978981169650320,COVID-19 Detection Using Chest X-rays: CNN as a Classifier Versus CNN as a Feature Extractor,JUL,2022,JUN,2023,N. A. Sriram,J Vishaq,T Dhanwin,"V Harshini, A Shahina, A Nayeemulla Khan",NULL,NULL,NULL,inbook,Book Chapter,Algorithms for Intelligent Systems,Springer Nature Singapore,2022,5,0,259-272,NULL,NULL,0,10.1007/978-981-16-9650-3_20,NULL,http://dx.doi.org/10.1007/978-981-16-9650-3_20,2524-7565 2524-7573,FALSE,FALSE
2022JUL101007978981190019828,Analysis of Cryptocurrency Mining in Gaming Consoles,JUL,2022,JUN,2023,Shanmuga Skandh Vinayak,"E., Bhalaji, N.","Gao, XZ",None,NULL,NULL,NULL,inbook,Book Chapter,Lecture Notes in Electrical Engineering,Springer Singapore,2022,4,869,357-372,NULL,NULL,0,10.1007/978-981-19-0019-8_28,NULL,https://doi.org/10.1007/978-981-19-0019-8_28,978-981-19-0019-8,FALSE,FALSE
2022JUL101007978981194960948,Generative Adversarial Networks and Their Application in Fake Tweet Detection,JUL,2022,JUN,2023,Janice Marian Jockim,K. Meghana,S. Karthika,None,NULL,NULL,NULL,inbook,Book Chapter,Lecture Notes in Networks and Systems,Springer Nature Singapore,2022,11,383,611-625,NULL,NULL,0,10.1007/978-981-19-4960-9_48,NULL,http://dx.doi.org/10.1007/978-981-19-4960-9_48,2367-3370 2367-3389,FALSE,FALSE
2022JUL101007978981195868725,Region Classification for Air Quality Estimation Using Deep Learning and Machine Learning Approach,JUL,2022,JUN,2023,Sumneet Kaur Bamrah,Shruti Srivatsan,K. S. Gayathri,None,NULL,NULL,NULL,inbook,Book Chapter,Lecture Notes in Electrical Engineering,Springer Nature Singapore,2023,1,946,333-344,NULL,NULL,1,10.1007/978-981-19-5868-7_25,NULL,http://dx.doi.org/10.1007/978-981-19-5868-7_25,1876-1100 1876-1119,FALSE,FALSE
2022JUL101007978981196004813,An Ensemble Approach to Recognize Activities in Smart Environment Using Motion Sensors and Air Quality Sensors,JUL,2022,JUN,2023,Shruti Srivatsan,Sumneet Kaur Bamrah,K. S. Gayathri,None,NULL,NULL,NULL,inbook,Book Chapter,Data Intelligence and Cognitive Informatics,Springer Nature Singapore,2022,12,0,141-150,NULL,NULL,1,10.1007/978-981-19-6004-8_13,NULL,http://dx.doi.org/10.1007/978-981-19-6004-8_13,2524-7565 2524-7573,FALSE,FALSE
2022JUL101007978981991051911,Snooping for Fake News: A Cascaded Approach Using Stance Detection and Entailment Classification,JUL,2022,JUN,2023,Ebenezer Ajay Williams,M. Karthik,A. Shahina,"Harshithaa Murali, N. Safiyyah, A. Nayeemulla Khan",NULL,NULL,NULL,inbook,Book Chapter,Lecture Notes in Electrical Engineering,Springer Nature Singapore,2023,6,1021,161-177,NULL,NULL,0,10.1007/978-981-99-1051-9_11,NULL,http://dx.doi.org/10.1007/978-981-99-1051-9_11,1876-1100 1876-1119,FALSE,FALSE
2022JUL101007s00500023086887,Classification of inter-patient's cardiac arrhythmias in ECG signals with enhanced Jaya optimized TQWT parameters and stacked ensemble algorithm,JUL,2022,JUN,2023,Karthikeyan Ramasamy,Kiruthika Balakrishnan,Durgadevi Velusamy,None,NULL,NULL,NULL,article,Journal,Soft Computing,Springer Science and Business Media LLC,2023,6,27,11341-11356,Web of Sciences,Q2,1,10.1007/s00500-023-08688-7,NULL,http://dx.doi.org/10.1007/s00500-023-08688-7,1432-7643 1433-7479,FALSE,FALSE
2022JUL101007s11042021116082,Epileptic seizure detection using convolutional neural networks and recurrence plots of EEG signals,JUL,2022,JUN,2023,Sriya Ravi,Shreenidhi S,A. Shahina,A. Nayeemulla Khan,NULL,NULL,NULL,article,Journal,Multimedia Tools and Applications,Springer Science and Business Media LLC,2022,1,81,6585-6598,Web of Sciences,Q1,6,10.1007/s11042-021-11608-2,NULL,http://dx.doi.org/10.1007/s11042-021-11608-2,1380-7501 1573-7721,FALSE,FALSE
2022JUL101007s11042022129821,Optimum anamorphic image generation using image rotation and relative entropy,JUL,2022,JUN,2023,L. K. Pavithra,R. Srinivasan,T. Sree Sharmila,NULL,NULL,NULL,NULL,article,Journal,Multimedia Tools and Applications,Springer Science and Business Media LLC,2022,4,81,38971-39001,Web of Sciences,Q1,0,10.1007/s11042-022-12982-1,NULL,http://dx.doi.org/10.1007/s11042-022-12982-1,1380-7501 1573-7721,FALSE,FALSE
2022JUL101007s11042022138473,Classification of skin cancer from dermoscopic images using deep neural network architectures,JUL,2022,JUN,2023,Jaisakthi S M,Mirunalini P,Chandrabose Aravindan,Rajagopal Appavu,NULL,NULL,NULL,article,Journal,Multimedia Tools and Applications,Springer Science and Business Media LLC,2022,10,82,15763-15778,Web of Sciences,Q1,20,10.1007/s11042-022-13847-3,NULL,http://dx.doi.org/10.1007/s11042-022-13847-3,1380-7501 1573-7721,FALSE,FALSE
2022JUL101007s1127602002504y,An adaboost-modified classifier using particle swarm optimization and stochastic diffusion search in wireless IoT networks,JUL,2022,JUN,2023,E. Suganya,C. Rajan,None,None,NULL,NULL,NULL,article,Journal,Wireless Networks,Springer Science and Business Media LLC,2020,11,27,2287-2299,Web of Sciences,Q2,9,10.1007/s11276-020-02504-y,NULL,http://dx.doi.org/10.1007/s11276-020-02504-y,1022-0038 1572-8196,FALSE,FALSE
2022JUL101007s12652022044883,Optimizing high-utility item mining using hybrid dolphin echolocation and Boolean grey wolf optimization,JUL,2022,JUN,2023,N. Pazhaniraja,S. Sountharrajan,E. Suganya,M. Karthiga,NULL,NULL,NULL,article,Journal,Journal of Ambient Intelligence and Humanized Computing,Springer Science and Business Media LLC,2022,12,14,2327-2339,Scopus,Q1,3,10.1007/s12652-022-04488-3,NULL,http://dx.doi.org/10.1007/s12652-022-04488-3,1868-5137 1868-5145,FALSE,FALSE
2022JUL101016jmatpr202203537,A new multi-stream approach using acoustic and visual features for robust speech recognition system,JUL,2022,JUN,2023,N. Radha,A. Shahina,A. Nayeemulla Khan,Jansi Rani Sella Velusami,NULL,NULL,NULL,article,Journal,Materials Today: Proceedings,Elsevier BV,2022,NULL,62,4916-4924,Scopus,NULL,0,10.1016/j.matpr.2022.03.537,NULL,http://dx.doi.org/10.1016/j.matpr.2022.03.537,2214-7853,FALSE,FALSE
2022JUL101016jmatpr202204996,A multimodal Lombard speech recognition system for the confusable Hindi syllabic units,JUL,2022,JUN,2023,S. Uma Maheswari,N. Radha,A. Shahina,"P. Prabha, B.T. Preethi Sri, A. Nayeemulla Khan",NULL,NULL,NULL,article,Journal,Materials Today: Proceedings,Elsevier BV,2022,NULL,62,5034-5041,Scopus,NULL,0,10.1016/j.matpr.2022.04.996,NULL,http://dx.doi.org/10.1016/j.matpr.2022.04.996,2214-7853,FALSE,FALSE
2022JUL1010800005114420232218164,Assessment and classification of grid stability with cost-sensitive stacked ensemble classifier,JUL,2022,JUN,2023,Karthikeyan Ramasamy,Arivoli Sundaramurthy,Durgadevi Velusamy,None,NULL,NULL,NULL,article,Journal,Automatika,Informa UK Limited,2023,6,64,783-797,Web of Sciences,NULL,0,10.1080/00051144.2023.2218164,NULL,http://dx.doi.org/10.1080/00051144.2023.2218164,0005-1144 1848-3380,FALSE,FALSE
2022JUL1010800377206320222101552,Clinical Decision Support System for Ophthalmologists for Eye Disease Classification,JUL,2015,JUN,2016,V. Sivamurugan,P. Indumathi,V. Thanikachalam,R. Rajakumar,NULL,NULL,NULL,article,Journal,IETE Journal of Research,Informa UK Limited,2022,8,0,Jan-18,Web of Sciences,NULL,1,10.1080/03772063.2022.2101552,NULL,http://dx.doi.org/10.1080/03772063.2022.2101552,0377-2063 0974-780X,FALSE,FALSE
2022JUL1010801751347220232185055,Scalable Hridaya kolam and Aishwarya kolam,JUL,2022,JUN,2023,R. Srinivasan,None,None,None,NULL,NULL,NULL,article,Journal,Journal of Mathematics and the Arts,Informa UK Limited,2023,3,17,277-292,Web of Sciences,NULL,1,10.1080/17513472.2023.2185055,NULL,http://dx.doi.org/10.1080/17513472.2023.2185055,1751-3472 1751-3480,FALSE,FALSE
2022JUL10108814024896ac9dcd,Impact of process-induced ellipticity on the RESET process of cylindrical phase change memory devices,JUL,2022,JUN,2023,Suresh Durai,K C Chandini Devi,Srinivasan Raj,Anbarasu Manivannan,NULL,NULL,NULL,article,Journal,Physica Scripta,IOP Publishing,2022,11,97,125005,Web of Sciences,NULL,0,10.1088/1402-4896/ac9dcd,NULL,http://dx.doi.org/10.1088/1402-4896/ac9dcd,0031-8949 1402-4896,FALSE,FALSE
2022JUL101093comjnlbxaa027,'Will I Regret for This Tweet?'--Twitter User's Behavior Analysis System for Private Data Disclosure,JUL,2022,JUN,2023,R Geetha,S Karthika,Ponnurangam Kumaraguru,None,NULL,NULL,NULL,article,Journal,The Computer Journal,Oxford University Press (OUP),2020,5,65,275-296,Web of Sciences,NULL,6,10.1093/comjnl/bxaa027,NULL,http://dx.doi.org/10.1093/comjnl/bxaa027,0010-4620 1460-2067,FALSE,FALSE
2022JUL101142s0218126622400084,Reconfigurable FET-Based Tunable Ring Oscillator and Its Single Event Effect Performance,JUL,2022,JUN,2023,G. Durga Jayakumar,Susanta Kumar Pal,R. Srinivasan,NULL,NULL,NULL,NULL,article,Journal,"Journal of Circuits, Systems and Computers",World Scientific Pub Co Pte Ltd,2022,11,31,NULL,Web of Sciences,Q3,1,10.1142/s0218126622400084,NULL,http://dx.doi.org/10.1142/s0218126622400084,0218-1266 1793-6454,FALSE,FALSE
2022JUL101142s0219455422501280,An Effective Crack Identification in Civil Infrastructure with IoT and Improved Convolutional Neural Network,JUL,2022,JUN,2023,S. Yoganand,S. Chithra,None,None,NULL,NULL,NULL,article,Journal,International Journal of Structural Stability and Dynamics,World Scientific Pub Co Pte Ltd,2022,4,22,NULL,Web of Sciences,NULL,0,10.1142/s0219455422501280,NULL,http://dx.doi.org/10.1142/s0219455422501280,0219-4554 1793-6764,FALSE,FALSE
2022JUL101201978100336834210,Multimodality dementia detection system using machine and deep learning,JUL,2022,JUN,2023,Shruti Srivatsan,Sumneet Kaur Bamrah,K. S. Gayathri,None,NULL,NULL,NULL,inbook,Book Chapter,Computational Intelligence Aided Systems for Healthcare Domain,CRC Press,2023,5,0,235-254,NULL,NULL,0,10.1201/9781003368342-10,NULL,http://dx.doi.org/10.1201/9781003368342-10,NULL,FALSE,FALSE
