uniqueid,title,start_academic_month,start_academic_year,end_academic_month,end_academic_year,first_author,second_author,third_author,other_authors,is_student_author,student_name,student_batch,specification,publication_type,publication_name,publisher,year_of_publishing,month_of_publishing,volume,page_number,indexing,quartile,citation,doi,front_page_path,url,ISSN,verified,admin_verified,impact_factor
2022noYKYPF,"Efficient Authentication System Using Wavelet Embeddings of Otoacoustic Emission Signals",JUL,2022,JUN,2023,"V. Harshini T. Dhanwin A. Shahina N. Safiyyah, A. Nayeemulla Khan",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Computer Systems Science and Engineering",NULL,2022,11,81,NULL,"Scopus, Web of Sciences",Q2,NULL,10.32604/csse.2023.028136,NULL,http://dx.doi.org/10.32604/csse.2023.028136,0267-6192,False,False,3.6
2022obncPqN,"Analysis of Cryptocurrency Mining in Gaming Consoles",JUL,2021,JUN,2022,"Shanmuga Skandh Vinayak, E., Bhalaji, N., Gao, XZ",NULL,NULL,NULL,False,NULL,NULL,inbook,"Book Chapter","Lecture Notes in Electrical Engineering",NULL,2022,4,869,NULL,Scopus,Q4,0,10.1007/978-981-19-0019-8,NULL,https://doi.org/10.1007/978-981-19-0019-8,18761119,False,False,0
2022oQdiBMj,"A Distance Vector Hop and Differential Evolution based Interception Strategy for detecting Cross Border Infiltration in Underground Tunnel",JUL,2022,JUN,2023,"S. Venkatesh N. Bhalaji  ",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"DEFENCE SCIENCE JOURNAL",NULL,2022,7,72,392-401,"Scopus, Web of Sciences",Q3,NULL,10.14429/dsj.72.17207,NULL,http://dx.doi.org/10.14429/dsj.72.17207,NULL,False,False,0.7
2022osjaKxk,"A hybrid approach for analysis of brain lateralisation in autistic children using graph theory techniques and deep belief networks",JUL,2021,JUN,2022,"Kavitha Anandan Hualou Liang Vidhusha S N. Udayakumar",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"International Journal of Biomedical Engineering and Technology",NULL,2022,3,39,40-64,"Scopus, Web of Sciences",Q2,NULL,10.1504/ijbet.2022.10047886,NULL,http://dx.doi.org/10.1504/ijbet.2022.10047886,NULL,False,False,1.1
2022QpDkCuq,"An Ensemble Approach to Recognize Activities in Smart Environment Using Motion Sensors and Air Quality Sensors",JUL,2022,JUN,2023,"Srivatsan, S., Bamrah, S.K., Gayathri, K.S",NULL,NULL,NULL,False,NULL,NULL,inbook,"Book Chapter","Data Intelligence and Cognitive Informatics. Algorithms for Intelligent Systems",NULL,2022,12,NULL,NULL,NULL,NULL,0,10.1007/978-981-19-6004-8,NULL,https://link.springer.com/book/10.1007/978-981-19-6004-8,2524-7573,False,False,0
2022srqYfqj,"Alzheimer's Dementia: Diagnosis and Prognosis using Neuro-Imaging Analysis",JUL,2022,JUN,2023,"Sountharrajan S Karthiga M Suganya E Rajan",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Journal of Pharmaceutical Negative Results",NULL,2022,10,13,46-63,Scopus,NULL,NULL,10.47750/pnr.2022.13.04.006,NULL,http://dx.doi.org/10.47750/pnr.2022.13.04.006,0976-9234,False,False,0
2022SuXAbwD,"Program Synthesis—A Survey",JUL,2021,JUN,2022,"Jacindha, S., Abishek, G., Vasuki, P",NULL,NULL,NULL,False,NULL,NULL,inbook,"Book Chapter","Computational Intelligence in Machine Learning. Lecture Notes in Electrical Engineering",NULL,2022,3,834,NULL,Scopus,Q4,0,10.1007/978-981-16-8484-5,NULL,https://doi.org/10.1007/978-981-16-8484-5,18761119,False,False,0
2022tUnhLBH,"A new multi-stream approach using acoustic and visual features for robust speech recognition system",JUL,2022,JUN,2023,"N. Radha A. Shahina A. Nayeemulla Khan Jansi Rani Sella Velusami",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Materials Today: Proceedings",NULL,2022,8,62,4916-4924,Scopus,Q3,NULL,10.1016/j.matpr.2022.03.537,NULL,http://dx.doi.org/10.1016/j.matpr.2022.03.537,2214-7853,False,False,0
2022uEMhAnE,"A neutrosophic approach for glaucoma detection in retinal Images",JUL,2022,JUN,2023,"J. Sofia Jennifer T. Sree Sharmila  ",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Proceedings of The Romanian Academy, Series A",NULL,2022,10,NULL,NULL,"Scopus, Web of Sciences",NULL,NULL,NULL,NULL,https://acad.ro/sectii2002/proceedings/doc2022-4/proc_pag2022_n04.htm,1454-9069,False,False,NULL
2022UYyzMbt,"Optimum anamorphic image generation using image rotation and relative entropy",JUL,2022,JUN,2023,"L. K. Pavithra R. Srinivasan T. Sree Sharmila ",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"MULTIMEDIA TOOLS AND APPLICATIONS",NULL,2022,11,81,NULL,"Scopus, Web of Sciences",Q1,NULL,10.1007/s11042-022-12982-1,NULL,http://dx.doi.org/10.1007/s11042-022-12982-1,NULL,False,False,3
2022vEgqMTT,"A multimodal Lombard speech recognition system for the confusable Hindi syllabic units",JUL,2022,JUN,2023,"S. Uma Maheswari N. Radha A. Shahina P. Prabha, B.T. Preethi Sri, A. Nayeemulla Khan",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Materials Today: Proceedings",NULL,2022,9,62,5034-5041,Scopus,Q3,NULL,10.1016/j.matpr.2022.04.996,NULL,http://dx.doi.org/10.1016/j.matpr.2022.04.996,2214-7853,False,False,0
2022wgUfGul,"Neutrosophic Approach of Segmentation on Thermal Images - Case Study: Drowsy Driving Application",JUL,2021,JUN,2022,"Sofia Jennifer J Sree Sharmila T  ",NULL,NULL,NULL,False,NULL,NULL,article,Journal,NeuroQuantologyÃƒâ€šÃ‚&nbsp;,NULL,2022,3,20,NULL,Scopus,Q4,NULL,NULL,NULL,https://www.proquest.com/openview/3c6cb976311ef4cabe11d4cf24c4e887/1?pq-origsite=gscholar&cbl=2035897,13035150,False,False,0.5
2022xiSpsEq,"Design of Hierarchical Classifier to Improve Speech Emotion Recognition",JUL,2021,JUN,2022,"P. Vasuki Aravindan C  ",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Computer Systems Science and Engineering",NULL,2022,6,44,19-33,"Scopus, Web of Sciences",Q2,NULL,10.32604/csse.2023.024441,NULL,http://dx.doi.org/10.32604/csse.2023.024441,0267-6192,False,False,2
2022YeveFaD,"M-SHIELD—An Application for Tracking Lost Phones",JUL,2022,JUN,2023,"Chetna, J.A., Indirapriyadarshini, A., Karthika, S.",NULL,NULL,NULL,False,NULL,NULL,inbook,"Book Chapter","Inventive Communication and Computational Technologies. Lecture Notes in Networks and Systems",NULL,2022,11,383,NULL,Scopus,Q4,0,10.1007/978-981-19-4960-9,NULL,https://link.springer.com/book/10.1007/978-981-19-4960-9,23673370,False,False,0
2022yJKXgHJ,"Reconfigurable FET-Based Tunable Ring Oscillator and Its Single Event Effect Performance",JUL,2022,JUN,2023,"G. Durga Jayakumar Susanta Kumar Pal R. Srinivasan ",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"JOURNAL OF CIRCUITS SYSTEMS AND COMPUTERS",NULL,2022,12,31,NULL,"Scopus, Web of Sciences",NULL,NULL,10.1142/s0218126622400084,NULL,http://dx.doi.org/10.1142/s0218126622400084,NULL,False,False,0.9
2022YpnQEDh,"A Layer-Wise Relevance Propagation Based Feature Selection and Hybid Classification Model for Automatic Detection of Parkinson's Disease Using Gait Signals",JUL,2021,JUN,2022,"Swathika R Radha N  ",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Revista Argentina de Clinica Psicologica",NULL,2022,2,31,24-35,"Scopus, Web of Sciences",Q4,NULL,NULL,NULL,https://www.revistaclinicapsicologica.com/data-cms/articles/20221220023924pm6003.pdf,3276716,False,False,0.5
2022yUmCeVI,"Generative Adversarial Networks and Their Application in Fake Tweet Detection",JUL,2022,JUN,2023,"Jockim, J.M., Meghana, K., Karthika, S",NULL,NULL,NULL,False,NULL,NULL,inbook,"Book Chapter","Inventive Communication and Computational Technologies. Lecture Notes in Networks and Systems",NULL,2022,11,383,NULL,Scopus,Q4,0,10.1007/978-981-19-4960-9,NULL,https://link.springer.com/book/10.1007/978-981-19-4960-9,23673370,False,False,0
2022Yvfiyuh,"Veracity assessment by single and multi-source identification algorithms during the crisis",JUL,2021,JUN,2022,"P. Suthanthiradevi S. Karthika  ",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"JOURNAL OF INTELLIGENT & FUZZY SYSTEMS",NULL,2022,3,42,1421-1431,"Scopus, Web of Sciences",Q1,NULL,10.3233/jifs-210540,NULL,http://dx.doi.org/10.3233/jifs-210540,NULL,False,False,2
2022YYbPxPy,"An Effective Crack Identification in Civil Infrastructure with IoT and Improved Convolutional Neural Network",JUL,2022,JUN,2023,"S. Yoganand S. Chithra  ",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"INTERNATIONAL JOURNAL OF STRUCTURAL STABILITY AND DYNAMICS",NULL,2022,12,22,2000000,"Scopus, Web of Sciences",Q1,NULL,10.1142/s0219455422501280,NULL,http://dx.doi.org/10.1142/s0219455422501280,NULL,False,False,3.6
2023asUlZhs,"Federated Blockchain Model for Cyber Intrusion Analysis in Smart Grid Networks",JUL,2022,JUN,2023,"N. Sundareswaran S. Sasirekha  ",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Intelligent Automation and Soft Computing",NULL,2023,1,36,2129-2143,Scopus,Q2,NULL,10.32604/iasc.2023.034381,NULL,http://dx.doi.org/10.32604/iasc.2023.034381,1079-8587,False,False,2
2023BeqOGKj,"Automated Detection and Segmentation of Mammogram Images using Deep Learning Techniques",JUL,2023,JUN,2024,"Dhivya S. Mohanavalli S. Kavitha S  Sripriya N",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Indian Journal of Natural Sciences",NULL,2023,11,14,650-657,"Web of Sciences",NULL,NULL,NULL,NULL,https://tnsroindia.org.in/faq.html,NULL,False,False,NULL
2023cNhuVHl,"Enhanced retinal image captioning system for identifying and differentiating severity levels of diabetic retinopathy",JUL,2023,JUN,2024,"V. Sivamurugan K.R. Uthayan V. Thanikachalam ",NULL,NULL,NULL,False,NULL,NULL,article,Journal,Genetika,NULL,2023,12,55,983-996,"Scopus, Web of Sciences",Q3,NULL,10.2298/gensr2303983s,NULL,http://dx.doi.org/10.2298/gensr2303983s,0267-6192,False,False,NULL
2023dhoyUuN,"Flood susceptibility in urban environment using multi-layered neural network model from satellite imagery sources",JUL,2023,JUN,2024,"Swathika R Radha. N Sasirekha. S.P Dhanabal. S.",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"GLOBAL NEST JOURNAL",NULL,2023,10,25,60-73,"Scopus, Web of Sciences",Q3,NULL,10.30955/gnj.005139,NULL,http://dx.doi.org/10.30955/gnj.005139,NULL,False,False,1.4
2023DvnQCar,"Multimodality dementia detection system using machine and deep learning",JUL,2022,JUN,2023,"Shruti Srivatsan, Sumneet Kaur Bamrah, K. S. Gayathri",NULL,NULL,NULL,False,NULL,NULL,inbook,"Book Chapter","Computational Intelligence Aided Systems for Healthcare Domain",NULL,2023,6,NULL,NULL,NULL,NULL,NULL,10.1201/9781003368342/computational-intelligence-aided-systems-healthcare-domain-akshansh-gupta-hanuman-verma-mukesh-prasad-jyoti-singh-kirar-ct-lin,NULL,https://www.taylorfrancis.com/books/edit/10.1201/9781003368342/computational-intelligence-aided-systems-healthcare-domain-akshansh-gupta-hanuman-verma-mukesh-prasad-jyoti-singh-kirar-ct-lin,NULL,False,False,NULL
2023EOaJqBD,"A Neutrosophic Set Approach on Chest X-rays for Automatic Lung Infection Detection",JUL,2022,JUN,2023,"J. Sofia Jennifer T. Sree Sharmila  ",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"INFORMATION TECHNOLOGY AND CONTROL",NULL,2023,3,52,37-52,"Scopus, Web of Sciences",Q3,NULL,10.5755/j01.itc.52.1.31520,NULL,http://dx.doi.org/10.5755/j01.itc.52.1.31520,NULL,False,False,1.1
2023HfzJyCR,"Region Classification for Air Quality Estimation Using Deep Learning and Machine Learning Approach",JUL,2022,JUN,2023,"Bamrah, S.K., Srivatsan, S., Gayathri, K.S.",NULL,NULL,NULL,False,NULL,NULL,inbook,"Book Chapter","Machine Learning, Image Processing, Network Security and Data Sciences. Lecture Notes in Electrical Engineering,",NULL,2023,1,946,NULL,Scopus,Q4,1,10.1007/978-981-19-5868-7,NULL,https://link.springer.com/book/10.1007/978-981-19-5868-7,18761119,False,False,0
2023HLmLvTU,"Early Alzheimer Detection Through Speech Analysis and Vision Transformer Approach",JUL,2022,JUN,2023,"G. Pranav, K. Varsha, K. S. Gayathri",NULL,NULL,NULL,False,NULL,NULL,inbook,"Book Chapter",NULL,NULL,2023,5,NULL,NULL,Scopus,NULL,NULL,10.1007/978-3-031-33231-9_19,NULL,NULL,NULL,False,False,NULL
2023IWQWWxZ,"A Transformer Approach for Multi-Document Summarization using TR-BERT",JUL,2023,JUN,2024,"Divya S Sripriya N Mohanavalli S Mirunalini P",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Indian Journal of Natural Sciences",NULL,2023,10,14,NULL,"Web of Sciences",NULL,NULL,NULL,NULL,https://tnsroindia.org.in/faq.html,NULL,False,False,2.5
2023iZShVWH,"Assessment and classification of grid stability with cost-sensitive stacked ensemble classifier",JUL,2022,JUN,2023,"Karthikeyan Ramasamy Arivoli Sundaramurthy Durgadevi Velusamy ",NULL,NULL,NULL,False,NULL,NULL,article,Journal,AUTOMATIKA,NULL,2023,6,64,783-797,"Scopus, Web of Sciences",Q1,NULL,10.1080/00051144.2023.2218164,NULL,http://dx.doi.org/10.1080/00051144.2023.2218164,NULL,False,False,1.9
2023JUxOQfh,"Analysis on the Impact of Lombard Effect on Speech Emotions using Machine Learning",JUL,2023,JUN,2024,"Indirapriyadarshini A Mahima S Shahina A Uma Maheswari, Nayeemulla Khan",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"International Journal of Computing and Digital Systems",NULL,2023,8,NULL,NULL,Scopus,Q3,NULL,10.12785/ijcds/140133,NULL,http://dx.doi.org/10.12785/ijcds/140133,NULL,False,False,NULL
2023LByTSIg,"Snooping for Fake News: A Cascaded Approach Using Stance Detection and Entailment Classification",JUL,2022,JUN,2023,"Williams, E.A., Karthik, M., Shahina, A., Murali, H., Safiyyah, N., Nayeemulla Khan, A.",NULL,NULL,NULL,False,NULL,NULL,inbook,"Book Chapter",NULL,NULL,2023,6,1021,NULL,Scopus,NULL,NULL,10.1007/978-981-99-1051-9_11,NULL,NULL,NULL,False,False,NULL
2023mQLrHpa,"Hybrid intelligent intrusion detection system for multiple Wi-Fi attacks in wireless networks using stacked restricted Boltzmann machine and deep belief networks",JUL,2023,JUN,2024,"Nivaashini Mathappan Suganya Elavarasan Sountharrajan Sehar ",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"CONCURRENCY AND COMPUTATION-PRACTICE and EXPERIENCE",NULL,2023,10,35,NULL,"Scopus, Web of Sciences",Q1,NULL,10.1002/cpe.7769,NULL,http://dx.doi.org/10.1002/cpe.7769,0976-0997,False,False,2
2023msoJEVR,"Classification of inter-patient's cardiac arrhythmias in ECG signals with enhanced Jaya optimized TQWT parameters and stacked ensemble algorithm",JUL,2023,JUN,2024,"Karthikeyan Ramasamy Kiruthika Balakrishnan Durgadevi Velusamy ",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"SOFT COMPUTING",NULL,2023,8,27,NULL,"Scopus, Web of Sciences",Q1,NULL,10.1007/s00500-023-08688-7,NULL,http://dx.doi.org/10.1007/s00500-023-08688-7,NULL,False,False,4.1
2023nDxlWVM,"Classification of skin cancer from dermoscopic images using deep neural network architectures",JUL,2022,JUN,2023,"Jaisakthi S M Mirunalini P Chandrabose Aravindan Rajagopal Appavu",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"MULTIMEDIA TOOLS AND APPLICATIONS",NULL,2023,4,82,15763-15778,"Scopus, Web of Sciences",Q1,NULL,10.1007/s11042-022-13847-3,NULL,http://dx.doi.org/10.1007/s11042-022-13847-3,NULL,False,False,3.6
2023NuJSTKD,"Scalable Hridaya kolam and Aishwarya kolam",JUL,2022,JUN,2023,"R. Srinivasan   ",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Journal of Mathematics and the Arts",NULL,2023,3,NULL,NULL,"Scopus, Web of Sciences",Q1,NULL,10.1080/17513472.2023.2185055,NULL,http://dx.doi.org/10.1080/17513472.2023.2185055,NULL,False,False,0.2
2023OEnRwxk,"Hierarchical Text Summarization Using Semantic Similarity.",JUL,2022,JUN,2023,"Divya , S & Sripriya , N.",NULL,NULL,NULL,False,NULL,NULL,inbook,"Book Chapter","Research Highlights in Language, Literature and Education",NULL,2023,6,6,NULL,NULL,NULL,NULL,10.9734/bpi/rhlle/v6/19261D,NULL,https://stm.bookpi.org/RHLLE-V6/issue/view/1073,NULL,False,False,NULL
2023ogwuVoo,"Determining the Severity of Dementia Using Ensemble Learning",JUL,2022,JUN,2023,NULL,NULL,NULL,NULL,False,NULL,NULL,inbook,"Book Chapter",NULL,NULL,2023,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,False,False,NULL
2023oxBrXJX,"Attention U2Net: U 2 Nets Cascaded UNets with Modified Skip Connection for Breast Tumor Segmentation",JUL,2023,JUN,2024,"S. Dhivya S. Mohanavalli K. B. Sundharakumar I. Thamarai",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"NEURAL PROCESSING LETTERS",NULL,2023,12,9,11863-11883,"Scopus, Web of Sciences",Q2,NULL,10.1007/s11063-023-11400-3,NULL,http://dx.doi.org/10.1007/s11063-023-11400-3,2352-4847,False,False,3.1
2023pLWjnhz,"Automated carcinoma classification using efficient nuclei-based patch selection and deep learning techniques",JUL,2023,JUN,2024,"S. Dhivya S. Mohanavalli S. Kavitha ",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"JOURNAL OF INTELLIGENT & FUZZY SYSTEMS",NULL,2023,7,45,NULL,"Scopus, Web of Sciences",Q1,NULL,10.3233/jifs-222136,NULL,http://dx.doi.org/10.3233/jifs-222136,1875-8967,False,False,1.7
2023QwByeUd,"Energetic and highly reliable photovoltaic power source assisted water pump control system design using IoT",JUL,2023,JUN,2024," N.S.G. Ganesh   V Arulkumar   R. Lathamanju   Priscilla Joy ",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"The Scientific Temper",NULL,2023,12,14,1289-1284,"Web of Sciences",Q2,NULL,10.58414/SCIENTIFICTEMPER.2023.14.4.34,NULL,https://doi.org/10.58414/SCIENTIFICTEMPER.2023.14.4.34,2525-8761,False,False,NULL
2023rAzWJyT,"Single event performance of FED based SRAMs using numerical simulation",JUL,2022,JUN,2023,"Sasikala PanneerSelvam Susanta Kumar Pal Premanand Venkatesh Chandramani Srinivasan Raj",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"MICROELECTRONICS RELIABILITY",NULL,2023,3,NULL,NULL,"Scopus, Web of Sciences",Q2,NULL,10.1016/j.microrel.2023.114930,NULL,http://dx.doi.org/10.1016/j.microrel.2023.114930,0026-2714,False,False,1.6
2023rdBrKGM,"Optimizing high-utility item mining using hybrid dolphin echolocation and Boolean grey wolf optimization",JUL,2022,JUN,2023,"N. Pazhaniraja S. Sountharrajan E. Suganya M. Karthiga",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Journal of Ambient Intelligence and Humanized Computing",NULL,2023,3,14,NULL,Scopus,Q1,NULL,10.1007/s12652-022-04488-3,NULL,http://dx.doi.org/10.1007/s12652-022-04488-3,NULL,False,False,0
2023TmGxrab,"Fake news detection using a deep learning transformer based encoder-decoder architecture",JUL,2023,JUN,2024,"M. Badri Narayanan Arun Kumar Ramesh K.S. Gayathri A. Shahina",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"JOURNAL OF INTELLIGENT & FUZZY SYSTEMS",NULL,2023,11,45,8001-8013,"Scopus, Web of Sciences",Q1,NULL,10.3233/jifs-223980,NULL,http://dx.doi.org/10.3233/jifs-223980,0976-0997,False,False,1.7
2023tvXtpdc,"Transformer based model for offensive content recognition in dravidian languages",JUL,2023,JUN,2024,"S Divya N Sripriya  ",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Brazilian Journal of Development",NULL,2023,12,NULL,NULL,NULL,NULL,NULL,10.34117/bjdv9n12-006,NULL,http://dx.doi.org/10.34117/bjdv9n12-006,NULL,False,False,NULL
2023UMnBlFl,"A Miniaturized Penta-band Metamaterial THz Absorber for Sensing and Imaging Applications",JUL,2023,JUN,2024,"Swathika Rengasamy Radha Natarajan Vishvaksenan Kuttathati S None",NULL,NULL,NULL,False,NULL,NULL,article,Journal,Plasmonics,NULL,2023,10,18,NULL,"Scopus, Web of Sciences",Q2,NULL,10.1007/s11468-023-01914-w,NULL,http://dx.doi.org/10.1007/s11468-023-01914-w,NULL,False,False,3
2023uMngWJI,"Diabetic Retinopathy Diagnosis Using Interval Neutrosophic Segmentation with Deep Learning Model",JUL,2023,JUN,2024,"V. Thanikachalam M. G. Kavitha V. Sivamurugan ",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Computer Systems Science and Engineering",NULL,2023,12,44,2129-2145,"Scopus, Web of Sciences",Q2,NULL,10.32604/csse.2023.026527,NULL,http://dx.doi.org/10.32604/csse.2023.026527,NULL,False,False,NULL
2023VwsaGcP,"Hybrid Convolutional Neural Network for Plant Diseases Prediction",JUL,2022,JUN,2023,"S. Poornima N. Sripriya Adel Fahad Alrasheedi S. S. Askar, Mohamed Abouhawwash",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Intelligent Automation and Soft Computing",NULL,2023,1,36,2393-2409,"Scopus, Web of Sciences",Q2,NULL,10.32604/iasc.2023.024820,NULL,http://dx.doi.org/10.32604/iasc.2023.024820,1079-8587,False,False,2
2023woQwvMS,"Challenges and Opportunities for Green Energy Harvesting in Sustainable IoT Systems",JUL,2023,JUN,2024,"S. SankaranathM. KarthigaS. SountharrajanE. Suganya",NULL,NULL,NULL,False,NULL,NULL,inbook,"Book Chapter","Energy Harvesting Trends for Low Power Compact Electronic Devices",NULL,2023,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,False,False,NULL
2023xaNTNTA,"Miniaturized Multi-Spectral Perfect Metamaterial Absorber for THz Sensing, Imaging and Spectroscopic Applications",JUL,2022,JUN,2023,"Swathika Rengasamy Radha Natarajan Vishvaksenan Kuttathati S None",NULL,NULL,NULL,False,NULL,NULL,article,Journal,Plasmonics,NULL,2023,4,18,NULL,"Scopus, Web of Sciences",Q2,NULL,10.1007/s11468-023-01793-1,NULL,http://dx.doi.org/10.1007/s11468-023-01793-1,NULL,False,False,3
2023ycFGPKy,"Privacy Enhancement for Wireless Sensor Networks and the Internet of Things Based on Cryptological Techniques",JUL,2023,JUN,2024,"M. Karthiga A. Indirani S. Sankarananth S. S. Sountharrajan, E. Suganya",NULL,NULL,NULL,False,NULL,NULL,inbook,"Book Chapter","Wireless Communication for Cybersecurity",NULL,2023,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,False,False,NULL
2023yeXCfcU,"Clinical Decision Support System for Ophthalmologists for Eye Disease Classification",JUL,2023,JUN,2024,"V. Sivamurugan P. Indumathi V. Thanikachalam R. Rajakumar",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"IETE JOURNAL OF RESEARCH",NULL,2023,12,NULL,NULL,"Scopus, Web of Sciences",Q2,NULL,10.1080/03772063.2022.2101552,NULL,http://dx.doi.org/10.1080/03772063.2022.2101552,NULL,False,False,NULL
2023ZNMVlTw,"AI-enabled metaheuristic optimization for predictive management of renewable energy production in smart grids",JUL,2023,JUN,2024,"S Sankarananth M Karthiga E Suganya S Sountharrajan, Durga Prasad Bavirisetti",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"ENERGY REPORTS",NULL,2023,11,10,1299-1312,"Scopus, Web of Sciences",Q2,NULL,10.1016/j.egyr.2023.08.005,NULL,http://dx.doi.org/10.1016/j.egyr.2023.08.005,NULL,False,False,5.2
2024dCAUbNH,"Service application model design for users using fuzzy semantic ontology model in cloud computing",JUL,2023,JUN,2024,"V. Arulkumar A. Sandana Karuppan Sini Anna Alex R. Lathamanju",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Journal of Intelligent & Fuzzy Systems",NULL,2024,2,46,3811-3826,"Scopus, Web of Sciences",Q1,NULL,10.3233/jifs-235130,NULL,http://dx.doi.org/10.3233/jifs-235130,1875-8967,False,False,1.7
2024dicRhOr,"Multi-Choice Diet Recommendation Application for Indian Scenario Based on Insights from Ensemble Learning Techniques",JUL,2023,JUN,2024,"Karthika Subbaraj",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Engineering Proceedings",NULL,2024,3,62,NULL,Scopus,Q4,NULL,10.3390/engproc2024062013,NULL," https://doi.org/10.3390/engproc2024062013",NULL,False,False,NULL
2024eurQjTr,"Recurrence plot embeddings as short segment nonlinear features for multimodal speaker identification using air, bone and throat microphones.",JUL,2023,JUN,2024,"Nawas, K.K., Shahina, A., Balachandar, K.",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"SCIENTIFIC REPORTS",NULL,2024,5,14,NULL,"Scopus, Web of Sciences",Q1,NULL,10.1038/s41598-024-62406-3,NULL,https://doi.org/10.1038/s41598-024-62406-3,2045-2322,False,False,3.8
2024fDBdgiQ,"An efficient Moving object, Encryption, Compression and Interpolation technique for video steganography",JUL,2024,JUN,2025,"R. Roselinkiruba T. Sree Sharmila J. K. Josephine Julina ",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Multimedia Tools and Applications",NULL,2024,7,83,NULL,"Scopus, Web of Sciences",Q1,NULL,10.1007/s11042-023-17930-1,NULL,http://dx.doi.org/10.1007/s11042-023-17930-1,1573-7721,False,False,3
2024FdJZShO,"Multilingual Fake News Detection in Low-Resource Languages: A Comparative Study Using BERT and GPT-3.5",JUL,2024,JUN,2025,"Anirudh, K., Srikanth, M., Shahina, A.",NULL,NULL,NULL,False,NULL,NULL,inbook,"Book Chapter","Speech and Language Technologies for Low-Resource Languages. SPELLL 2023. Communications in Computer and Information Science,",NULL,2024,NULL,NULL,NULL,NULL,Q3,NULL,10.1007/978-3-031-58495-4_28,NULL,NULL,NULL,False,False,NULL
2024FKOPGAw,"Vulnerability Analysis of Critical Resources Using Machine Learning",JUL,2023,JUN,2024,"Subbaraj Karthika",NULL,NULL,NULL,False,NULL,NULL,inbook,"Book Chapter","Proceedings of Fifth International Conference on Computer and Communication Technologies, Lecture Notes in Networks and Systems",NULL,2024,3,NULL,NULL,NULL,Q4,NULL,10.1007/978-981-99-9707-7_29,NULL,NULL,NULL,False,False,NULL
2024HIMdqRy,"Revolutionizing dementia detection: Leveraging vision and Swin transformers for early diagnosis",JUL,2023,JUN,2024,"Rini PL Gayathri KS  ",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"American Journal of Medical Genetics Part B: Neuropsychiatric Genetics (AJMGB)",NULL,2024,4,195,NULL,"Scopus, Web of Sciences",Q1,NULL,10.1002/ajmg.b.32979,NULL,https://doi.org/10.1002/ajmg.b.32979,1552-4841,False,False,1.6
2024htBgFIx,"ProTect: a hybrid deep learning model for proactive detection of cyberbullying on social media",JUL,2023,JUN,2024,"T. Nitya Harshitha M. Prabu E. Suganya S. Sountharrajan, Durga Prasad Bavirisetti, Navya Gadde, Lakshmi Sahithi Uppu",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Frontiers in Artificial Intelligence",NULL,2024,3,7,NULL,"Scopus, Web of Sciences",Q2,NULL,10.3389/frai.2024.1269366,NULL,http://dx.doi.org/10.3389/frai.2024.1269366,2624-8212,False,False,3
