uniqueid,title,start_academic_month,start_academic_year,end_academic_month,end_academic_year,first_author,second_author,third_author,other_authors,is_student_author,student_name,student_batch,specification,publication_type,publication_name,publisher,year_of_publishing,month_of_publishing,volume,page_number,indexing,quartile,citation,doi,front_page_path,url,ISSN,verified,admin_verified,impact_factor
2021JUL1010801543507520211930004,"Proactive maintenance of small wind turbines using IoT and machine learning models",JUL,2020,JUN,2021,"Yoganand Selvaraj","Chithra Selvaraj",NULL,NULL,NULL,NULL,NULL,article,Journal,"INTERNATIONAL JOURNAL OF GREEN ENERGY","TAYLOR &amp; FRANCIS INC",2021,6,19,463-475,"Scopus, Web of Sciences",Q2,14,10.1080/15435075.2021.1930004,NULL,http://dx.doi.org/10.1080/15435075.2021.1930004,"1543-5075 1543-5083",FALSE,FALSE,NULL
2021JUL1010881742659619111012012,"Auto-Off ID: Automatic Detection of Offensive Language in Social Media",JUL,2020,JUN,2021,"R Geetha","S Karthika","Chaluvadi Jwala Sowmika","Bharathi M Janani",NULL,NULL,NULL,article,Journal,"Journal of Physics: Conference Series","IOP Publishing",2021,1,1911,12012,Scopus,Q4,2,10.1088/1742-6596/1911/1/012012,NULL,http://dx.doi.org/10.1088/1742-6596/1911/1/012012,"1742-6588 1742-6596",FALSE,FALSE,NULL
2021JUL101093comjnlbxab118,"Rumor Identification and Verification for Text in Social Media Content",JUL,2021,JUN,2022,"P Suthanthira Devi","S Karthika",NULL,NULL,NULL,NULL,NULL,article,Journal,"COMPUTER JOURNAL","OXFORD UNIV PRESS",2021,9,65,436-455,"Scopus, Web of Sciences",Q2,4,10.1093/comjnl/bxab118,NULL,http://dx.doi.org/10.1093/comjnl/bxab118,"0010-4620 1460-2067",FALSE,FALSE,1.4
2021JUL101142s0219477522500080,"Enhancing Speech Quality Using Artificial Bandwidth Expansion with Deep Shallow Convolution Neural Network Framework",JUL,2021,JUN,2022,"N. Radha","R. B. Jananie","A. Anto Silviya",NULL,NULL,NULL,NULL,article,Journal,"FLUCTUATION AND NOISE LETTERS","WORLD SCIENTIFIC PUBL CO PTE LTD",2021,7,21,NULL,"Scopus, Web of Sciences",Q3,4,10.1142/s0219477522500080,NULL,http://dx.doi.org/10.1142/s0219477522500080,"0219-4775 1793-6780",FALSE,FALSE,NULL
2021JUL101201978100319383819,"Assurance on data integrity in cloud data centre using PKI built RDIC method",JUL,2020,JUN,2021,"V. Arulkumar","R. Lathamanju","A. Sandanakaruppan",NULL,NULL,NULL,NULL,article,Journal,"Recent Trends in Communication and Electronics","CRC Press",2021,6,0,98-102,NULL,NULL,1,10.1201/9781003193838-19,NULL,http://dx.doi.org/10.1201/9781003193838-19,NULL,FALSE,FALSE,NULL
2021JUL102298gensr2103297u,"Optimised feature selection for early cancer detection",JUL,2021,JUN,2022,"K.R. Uthayan","S. Mohanavalli","B. Nivetha","S. Dhivya",NULL,NULL,NULL,article,Journal,Genetika,"Drustvo Geneticara Srbije",2021,NULL,53,1297-1309,Scopus,Q3,2,10.2298/gensr2103297u,NULL,http://dx.doi.org/10.2298/gensr2103297u,"0534-0012 1820-6069",FALSE,FALSE,NULL
2021JUL10242050327671620204093,"Acoustic-visual based Accent Identification system using deep neural networks",JUL,2020,JUN,2021,"Radha N,","Sachin Madhavan RM",NULL,NULL,No,NULL,NULL,article,Journal,"Revista Argentina de Clinica Psicologica","Raffles Connect PTE LTD",2021,1,30,866-880,Scopus,Q4,1,10.24205/03276716.2020.4093,NULL,http://162.241.116.76/data-cms/articles/20210621010224pmSSCI-674.pdf,3276716,FALSE,FALSE,NULL
2021JUL10242050327671620215020,"Recognition of hand signs based on geometrical features using machine learning and deep learning approaches",JUL,2021,JUN,2022,"Kulandai Josephine Julina Joseph","Sree Sharmila Thangaswamy",NULL,NULL,NULL,NULL,NULL,article,Journal,"Revista Argentina de Clinica Psicologica","Fundacion Aigle",2021,12,30,175-183,Scopus,NULL,1,10.24205/03276716.2021.5020,NULL,https://www.revistaclinicapsicologica.com/data-cms/articles/20220312093540pmSSCI-708.pdf,3276716,FALSE,FALSE,0.508
2021JUL1032604cmc2022020965,"Intelligent Deep Learning Based Disease Diagnosis Using Biomedical Tongue Images",JUL,2021,JUN,2022,"V. Thanikachalam","S. Shanthi","K. Kalirajan","Sayed Abdel-Khalek, Mohamed Omri, Lotfi M. Ladhar",NULL,NULL,NULL,article,Journal,"CMC-COMPUTERS MATERIALS &CONTINUA","TECH SCIENCE PRESS",2021,10,70,5667-5681,"Scopus, Web of Sciences",Q2,6,10.32604/cmc.2022.020965,NULL,http://dx.doi.org/10.32604/cmc.2022.020965,1546-2226,FALSE,FALSE,3.1
2021JUL1032604cmc2022021300,"IoT-Cloud Empowered Aerial Scene Classification for Unmanned Aerial Vehicles",JUL,2021,JUN,2022,"K. R. Uthayan","G. Lakshmi Vara Prasad","V. Mohan","C. Bharatiraja, Irina V. Pustokhina, Denis A. Pustokhin, Vicente GarcQian DQian z",NULL,NULL,NULL,article,Journal,"CMC-COMPUTERS MATERIALS & CONTINUA","TECH SCIENCE PRESS",2021,10,70,5161-5177,"Scopus, Web of Sciences",Q2,1,10.32604/cmc.2022.021300,NULL,http://dx.doi.org/10.32604/cmc.2022.021300,1546-2226,FALSE,FALSE,3.1
2021JUL1032604iasc2022022021,"End-to-End Speech Recognition of Tamil Language",JUL,2021,JUN,2022,"Mohamed Hashim Changrampadi","A. Shahina","M. Badri Narayanan","A. Nayeemulla Khan",NULL,NULL,NULL,article,Journal,"Intelligent Automation and Soft Computing","Tech Science Press",2021,11,32,1309-1323,Scopus,Q3,19,10.32604/iasc.2022.022021,NULL,http://dx.doi.org/10.32604/iasc.2022.022021,1079-8587,FALSE,FALSE,2
2021JUL1034218ijeet1292021006,"Impact of Singing Bowl Playing on the Brain Using EEG",JUL,2021,JUN,2022,"Sundharakumar K. B.","Bhalaji N.","Rema Devi R. K.","Srinivasan R.",NULL,NULL,NULL,article,Journal,"International Journal of Electrical Engineering and Technology","IAEME Publication",2021,9,12,NULL,Scopus,NULL,1,10.34218/ijeet.12.9.2021.006,NULL,http://dx.doi.org/10.34218/ijeet.12.9.2021.006,"0976-6553 0976-6545",FALSE,FALSE,NULL
2021JUL1035940ijiteeB82291210220,"Parkinson's Disease Detection using Machine Learning Techniques",JUL,2021,JUN,2022,"Radha N","Sachin Madhavan RM","Sameera holy S",NULL,NULL,NULL,NULL,article,Journal,"Revista Argentina de Clinica Psicologica","Raffles Connect PTE LTD",2021,NULL,30,543,Scopus,NULL,11,10.35940/ijitee.B8229.1210220,NULL,https://www.revistaclinicapsicologica.com/archivesarticle.php?id=494,"0327-6716 1851-7951",FALSE,FALSE,0.508
2021JUL103934mbe2021309,"Fruit-Fly optimization-based feature integration in image retrieval",JUL,2021,JUN,2022,"Pavithra Latha Kumaresan","Subbulakshmi Pasupathi","Sindhia Lingaswamy","Sree Sharmila Thangaswamy, Vimal Shunmuganathan and Danilo Pelusi",No,NULL,NULL,article,Journal,"MATHEMATICAL BIOSCIENCES AND ENGINEERING","AMER INST MATHEMATICAL SCIENCES-AIMS",2021,7,18,6178-6197,"Scopus, Web of Sciences",Q2,1,10.3934/mbe.2021309,NULL,http://dx.doi.org/10.3934/mbe.2021309,1551-0018,FALSE,FALSE,2.194
2021JUL105565revelcvia1360,"Underwater Acoustic Image Denoising Using Stationary Wavelet Transform and Various Shrinkage Functions",JUL,2021,JUN,2022,"Priyadharsini Ravisankar",NULL,NULL,NULL,NULL,NULL,NULL,article,Journal,"Electronic Letters on Computer Vision and Image Analysis","Centre de Visio per Computador",2021,12,20,NULL,Scopus,Q3,3,10.5565/rev/elcvia.1360,NULL,http://dx.doi.org/10.5565/rev/elcvia.1360,1577-5097,FALSE,FALSE,NULL
2021JULcGxATCa,"Identification of Prosopis Juliflora using Deep Learning Techniques",JUL,2021,JUN,2022,"Aishwarya Vaikundam. R","Harshini. S","Jothika. R","Srinivasan. R, Sree Sharmila. T",No,NULL,NULL,inproceedings,Conference,"International Conference on Smart Technologies and Systems for Next Generation Computing",NULL,2022,3,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,FALSE,FALSE,NULL
2021JULEPJwNdJ,"Generating high resolution images using Latent Adversarial Generator",JUL,2021,JUN,2022,"Shredha Ganesh","Swathi. R","Sree Sharmila. T","Deepa. R",No,NULL,NULL,inproceedings,Conference,"International Conference on Smart Technologies and Systems for Next Generation Computing",NULL,2022,3,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,FALSE,FALSE,NULL
2021JULNRqMqmq,"Image Caption Generation Using Deep Neural Networks",JUL,2021,JUN,2022,"J. Sudhakar","Viswesh Iyer. V","Sree Sharmila. T",NULL,No,NULL,NULL,inproceedings,Conference,"International Conference for Advancement in Technology",NULL,2022,1,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,FALSE,FALSE,NULL
2021JULPBZterT,"Packet Filtering Mechanism to defend against DDoS attack in Blockchain Network",JUL,2021,JUN,2022,"S. Sasirekha","N. Sundareswaran",NULL,NULL,No,NULL,NULL,inproceedings,Conference,"International Conference on Evolutionary Computing and Mobile Sustainable Networks",NULL,2021,9,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,FALSE,FALSE,NULL
2021JULQiZQOap,"An Overview of Fairness in Data Ã¢â‚¬â€œ Illuminating the Bias in Data Pipeline",JUL,2021,JUN,2022,"Senthil Kumar B","Aravindan Chandrabose","Bharathi Raja Chakravarthi",NULL,No,NULL,NULL,inproceedings,Conference,NULL,NULL,2021,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,FALSE,FALSE,NULL
2021JULRbOhdGD,"Masked Deep Face Recognition using 	ArcFace and Ensemble Learning",JUL,2021,JUN,2022,"Arun Kumar. R","V. Anoosh Solayappan","Sree Sharmila. T","Ram Prasad. K",No,NULL,NULL,inproceedings,Conference,"IEEE International Conference on Technology, Engineering, Management for Societal impact using Marketing, Entrepreneurship and Talent",NULL,2021,12,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,FALSE,FALSE,NULL
2021JULrvVNbNb,"TOLD: Tamil Offensive Language Detection in Code-Mixed Social Media Comments using MBERT with Features based Selection",JUL,2021,JUN,2022,Kalaivani,Adaikkan,"Durairaj Thenmozhi","Chandrabose Aravindan",No,NULL,NULL,inproceedings,Conference,NULL,NULL,2021,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,FALSE,FALSE,NULL
2021JULRWDCMal,"A New Multi-Stream Approach using Acoustic and Visual features for Robust Speech Recognition System",JUL,2021,JUN,2022,"N. Radha","A. Shahina","A. Nayeemull khan",NULL,No,NULL,NULL,inproceedings,Conference,NULL,NULL,2022,1,0,NULL,Scopus,NULL,0,None,NULL,NULL,NULL,False,False,NULL
2021JULSfSxuOa,"Early Detection of Suicidal tendencies from text data using LSTM",JUL,2021,JUN,2022,"Shahina. A","Sri Hari Karthick. N","Debadyuti Bhattacharya",NULL,No,NULL,NULL,inproceedings,Conference,"Proc. 3rd Intl. Conf. Innovations in Power and Advanced Computing Technologies",NULL,2021,11,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,FALSE,FALSE,NULL
2021JULWvMFSxs,"Summarization of Commercial Contracts",JUL,2021,JUN,2022,"A. Shahina","Keshav Balachandar","Anam Saatvik Reddy",NULL,No,NULL,NULL,inproceedings,Conference,"2nd International Conference on Machine Learning, IOT and Blockchain",NULL,2021,8,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,FALSE,FALSE,NULL
2021JULyOmHnfn,"Casteism in India, but Not Racism - a Study of Bias in Word Embeddings of Indian Languages",JUL,2021,JUN,2022,"Senthil Kumar B","Pranav Tiwari","Aman Chandra Kumar","Aravindan Chandrabose",No,NULL,NULL,inproceedings,Conference,"First Workshop on Language Technology and Resources for a Fair, Inclusive, and Safe Society within the 13th Language Resources and Evaluation Conference",NULL,2021,NULL,0,1-7,NULL,NULL,0,None,NULL,NULL,NULL,False,False,NULL
2021JULYTJRHrG,"Interactive audio indexing and navigation assist tool for tutoring videos",JUL,2021,JUN,2022,"P. Vasuki",NULL,NULL,NULL,No,NULL,NULL,inproceedings,Conference,"IEEE Sponsored International Conference on Sustainable Computing and Data Communication Systems",NULL,2022,4,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,FALSE,FALSE,NULL
2022JUL1010029781119910619ch5,"Privacy Enhancement for Wireless Sensor Networks and the Internet of Things Based on Cryptological Techniques",JUL,2023,JUN,2024,"M. Karthiga","A. Indirani","S. Sankarananth","S. S. Sountharrajan, E. Suganya",NULL,NULL,NULL,article,Journal,"Wireless Communication for Cybersecurity",Wiley,2024,1,0,105-128,NULL,NULL,0,10.1002/9781119910619.ch5,NULL,http://dx.doi.org/10.1002/9781119910619.ch5,NULL,FALSE,FALSE,NULL
2022JUL101002cpe7109,"An efficient hand gesture recognition based on optimal deep embedded hybrid convolutional neural network-long short term memory network model",JUL,2021,JUN,2022,"Gajalakshmi Palanisamy","Sree Sharmila Thangaswamy",NULL,NULL,NULL,NULL,NULL,article,Journal,"CONCURRENCY AND COMPUTATION-PRACTICE & EXPERIENCE",WILEY,2022,6,34,NULL,"Scopus, Web of Sciences",Q2,5,10.1002/cpe.7109,NULL,http://dx.doi.org/10.1002/cpe.7109,"1532-0626 1532-0634",FALSE,FALSE,1.831
2022JUL101007978303133231919,"Early Alzheimer Detection Through Speech Analysis and Vision Transformer Approach",JUL,2022,JUN,2023,"G. Pranav","K. Varsha","K. S. Gayathri",NULL,NULL,NULL,NULL,inbook,"Book Chapter","Communications in Computer and Information Science","Springer Nature",2023,5,1802,265-276,Scopus,NULL,0,10.1007/978-3-031-33231-9_19,NULL,http://dx.doi.org/10.1007/978-3-031-33231-9_19,"1865-0929 1865-0937",FALSE,FALSE,NULL
2022JUL10100797830313596517,"Challenges and Opportunities for Green Energy Harvesting in Sustainable IoT Systems",JUL,2023,JUN,2024,"S. Sankaranath","M. Karthiga","S. Sountharrajan","E. Suganya",NULL,NULL,NULL,inbook,"Book Chapter","EAI/Springer Innovations in Communication and Computing","Springer Nature",2023,10,0,129-152,Scopus,Q3,0,10.1007/978-3-031-35965-1_7,NULL,http://dx.doi.org/10.1007/978-3-031-35965-1_7,"2522-8595 2522-8609",FALSE,FALSE,NULL
2022JUL101007978981165655220,"Automatic Credit Fraud Detection Using Ensemble Model",JUL,2021,JUN,2022,"S. Srinidhi","K. Sowmya","S. Karthika",NULL,NULL,NULL,NULL,inbook,"Book Chapter","Lecture Notes in Networks and Systems","Springer Nature",2022,1,314,211-224,Scopus,NULL,0,10.1007/978-981-16-5655-2_20,NULL,http://dx.doi.org/10.1007/978-981-16-5655-2_20,"2367-3370 2367-3389",FALSE,FALSE,NULL
2022JUL101007978981165655226,"Swear Words Replacement Suggestion System",JUL,2021,JUN,2022,"S. Naveen","Mayank Singh","S. Karthika",NULL,NULL,NULL,NULL,inbook,"Book Chapter","Lecture Notes in Networks and Systems","Springer Nature",2022,1,314,271-280,Scopus,NULL,0,10.1007/978-981-16-5655-2_26,NULL,http://dx.doi.org/10.1007/978-981-16-5655-2_26,"2367-3370 2367-3389",FALSE,FALSE,NULL
2022JUL101007978981165987432,"Applications of Open Source Intelligence in Crisis Analysis--A COVID-19 Case Study",JUL,2021,JUN,2022,"A. K. Buvanasri","R. Meenakshi","S. Karthika",NULL,NULL,NULL,NULL,inbook,"Book Chapter","Lecture Notes in Networks and Systems","Springer Nature",2022,1,321,313-325,Scopus,NULL,1,10.1007/978-981-16-5987-4_32,NULL,http://dx.doi.org/10.1007/978-981-16-5987-4_32,"2367-3370 2367-3389",FALSE,FALSE,NULL
2022JUL101007978981168484539,"Program Synthesis - A Survey",JUL,2022,JUN,2023,"Jacindha, S.","Abishek, G.","Vasuki, P",NULL,NULL,NULL,NULL,inbook,"Book Chapter","Computational Intelligence in Machine Learning. Lecture Notes in Electrical Engineering","Springer Singapore",2022,3,834,409-421,NULL,NULL,1,10.1007/978-981-16-8484-5_39,NULL,https://doi.org/10.1007/978-981-16-8484-5_39,978-981-16-8484-5,FALSE,FALSE,NULL
2022JUL101007978981169605370,"DetecSec: A Framework to Detect and Mitigate ARP Cache Poisoning Attacks",JUL,2021,JUN,2022,"Debadyuti Bhattacharya","N. Sri Hari Karthick","Prem Suresh","N. Bhalaji",NULL,NULL,NULL,inbook,"Book Chapter","Lecture Notes on Data Engineering and Communications Technologies","Springer Nature",2022,3,116,997-1007,Scopus,NULL,1,10.1007/978-981-16-9605-3_70,NULL,http://dx.doi.org/10.1007/978-981-16-9605-3_70,"2367-4512 2367-4520",FALSE,FALSE,NULL
2022JUL101007978981169650320,"COVID-19 Detection Using Chest X-rays: CNN as a Classifier Versus CNN as a Feature Extractor",JUL,2021,JUN,2022,"N. A. Sriram","J Vishaq","T Dhanwin","V Harshini, A Shahina, A Nayeemulla Khan",NULL,NULL,NULL,inbook,"Book Chapter","Algorithms for Intelligent Systems","Springer Nature Singapore",2022,5,0,259-272,NULL,NULL,0,10.1007/978-981-16-9650-3_20,NULL,http://dx.doi.org/10.1007/978-981-16-9650-3_20,"2524-7565 2524-7573",FALSE,FALSE,NULL
2022JUL101007978981190019828,"Analysis of Cryptocurrency Mining in Gaming Consoles",JUL,2021,JUN,2022,"Shanmuga Skandh Vinayak","E., Bhalaji, N.","Gao, XZ",NULL,NULL,NULL,NULL,inbook,"Book Chapter","Lecture Notes in Electrical Engineering","Springer Singapore",2022,4,869,357-372,NULL,NULL,0,10.1007/978-981-19-0019-8_28,NULL,https://doi.org/10.1007/978-981-19-0019-8_28,978-981-19-0019-8,FALSE,FALSE,NULL
2022JUL101007978981194960948,"Generative Adversarial Networks and Their Application in Fake Tweet Detection",JUL,2022,JUN,2023,"Janice Marian Jockim","K. Meghana","S. Karthika",NULL,NULL,NULL,NULL,inbook,"Book Chapter","Lecture Notes in Networks and Systems","Springer Nature",2022,11,383,611-625,Scopus,NULL,0,10.1007/978-981-19-4960-9_48,NULL,http://dx.doi.org/10.1007/978-981-19-4960-9_48,"2367-3370 2367-3389",FALSE,FALSE,NULL
2022JUL101007978981195868725,"Region Classification for Air Quality Estimation Using Deep Learning and Machine Learning Approach",JUL,2022,JUN,2023,"Sumneet Kaur Bamrah","Shruti Srivatsan","K. S. Gayathri",NULL,NULL,NULL,NULL,inbook,"Book Chapter","Lecture Notes in Electrical Engineering","Springer Nature",2023,1,946,333-344,Scopus,NULL,1,10.1007/978-981-19-5868-7_25,NULL,http://dx.doi.org/10.1007/978-981-19-5868-7_25,"1876-1100 1876-1119",FALSE,FALSE,NULL
2022JUL101007978981196004813,"An Ensemble Approach to Recognize Activities in Smart Environment Using Motion Sensors and Air Quality Sensors",JUL,2022,JUN,2023,"Shruti Srivatsan","Sumneet Kaur Bamrah","K. S. Gayathri",NULL,NULL,NULL,NULL,inbook,"Book Chapter","Data Intelligence and Cognitive Informatics","Springer Nature Singapore",2022,12,0,141-150,NULL,NULL,1,10.1007/978-981-19-6004-8_13,NULL,http://dx.doi.org/10.1007/978-981-19-6004-8_13,"2524-7565 2524-7573",FALSE,FALSE,NULL
2022JUL101007978981991051911,"Snooping for Fake News: A Cascaded Approach Using Stance Detection and Entailment Classification",JUL,2022,JUN,2023,"Ebenezer Ajay Williams","M. Karthik","A. Shahina","Harshithaa Murali, N. Safiyyah, A. Nayeemulla Khan",NULL,NULL,NULL,inbook,"Book Chapter","Lecture Notes in Electrical Engineering","Springer Nature",2023,6,1021,161-177,Scopus,NULL,0,10.1007/978-981-99-1051-9_11,NULL,http://dx.doi.org/10.1007/978-981-99-1051-9_11,"1876-1100 1876-1119",FALSE,FALSE,NULL
2022JUL101007s00500023086887,"Classification of inter-patient's cardiac arrhythmias in ECG signals with enhanced Jaya optimized TQWT parameters and stacked ensemble algorithm",JUL,2022,JUN,2023,"Karthikeyan Ramasamy","Kiruthika Balakrishnan","Durgadevi Velusamy",NULL,NULL,NULL,NULL,article,Journal,"SOFT COMPUTING",SPRINGER,2023,6,27,11341-11356,"Scopus, Web of Sciences",Q2,1,10.1007/s00500-023-08688-7,NULL,http://dx.doi.org/10.1007/s00500-023-08688-7,"1432-7643 1433-7479",FALSE,FALSE,4.1
2022JUL101007s11042021116082,"Epileptic seizure detection using convolutional neural networks and recurrence plots of EEG signals",JUL,2021,JUN,2022,"Sriya Ravi","Shreenidhi S","A. Shahina","A. Nayeemulla Khan",NULL,NULL,NULL,article,Journal,"MULTIMEDIA TOOLS AND APPLICATIONS",SPRINGER,2022,1,81,6585-6598,"Scopus, Web of Sciences",Q1,6,10.1007/s11042-021-11608-2,NULL,http://dx.doi.org/10.1007/s11042-021-11608-2,"1380-7501 1573-7721",FALSE,FALSE,3.6
2022JUL101007s11042022129821,"Optimum anamorphic image generation using image rotation and relative entropy",JUL,2022,JUN,2023,"L. K. Pavithra","R. Srinivasan","T. Sree Sharmila",NULL,NULL,NULL,NULL,article,Journal,"MULTIMEDIA TOOLS AND APPLICATIONS",SPRINGER,2022,11,81,38971-39001,"Scopus, Web of Sciences",Q1,0,10.1007/s11042-022-12982-1,NULL,http://dx.doi.org/10.1007/s11042-022-12982-1,"1380-7501 1573-7721",FALSE,FALSE,3.6
2022JUL101007s11042022138473,"Classification of skin cancer from dermoscopic images using deep neural network architectures",JUL,2022,JUN,2023,"Jaisakthi S M","Mirunalini P","Chandrabose Aravindan","Rajagopal Appavu",NULL,NULL,NULL,article,Journal,"MULTIMEDIA TOOLS AND APPLICATIONS",SPRINGER,2023,4,82,15763-15778,"Scopus, Web of Sciences",Q1,53,10.1007/s11042-022-13847-3,NULL,http://dx.doi.org/10.1007/s11042-022-13847-3,"1380-7501 1573-7721",FALSE,FALSE,3.6
2022JUL101007s1127602002504y,"An adaboost-modified classifier using particle swarm optimization and stochastic diffusion search in wireless IoT networks",JUL,2022,JUN,2023,"E. Suganya","C. Rajan",NULL,NULL,NULL,NULL,NULL,article,Journal,"WIRELESS NETWORKS",SPRINGER,2020,11,27,2287-2299,"Scopus, Web of Sciences",Q2,12,10.1007/s11276-020-02504-y,NULL,http://dx.doi.org/10.1007/s11276-020-02504-y,"1022-0038 1572-8196",FALSE,FALSE,3
2022JUL101007s11468023017931,"Miniaturized Multi-Spectral Perfect Metamaterial Absorber for THz Sensing, Imaging and Spectroscopic Applications",JUL,2022,JUN,2023,"Swathika Rengasamy","Radha Natarajan","Vishvaksenan Kuttathati S",None,No,None,None,article,Journal,Plasmonics,"Springer Science and Business Media LLC",2023,1,18,643-651,"Scopus, Web of Sciences",Q3,4,10.1007/s11468-023-01793-1,NULL,http://dx.doi.org/10.1007/s11468-023-01793-1,"1557-1955 1557-1963",FALSE,FALSE,3
2022JUL101007s12652022044883,"Optimizing high-utility item mining using hybrid dolphin echolocation and Boolean grey wolf optimization",JUL,2022,JUN,2023,"N. Pazhaniraja","S. Sountharrajan","E. Suganya","M. Karthiga",NULL,NULL,NULL,article,Journal,"Journal of Ambient Intelligence and Humanized Computing","Springer Verlag",2022,12,14,2327-2339,Scopus,Q1,5,10.1007/s12652-022-04488-3,NULL,http://dx.doi.org/10.1007/s12652-022-04488-3,"1868-5137 1868-5145",FALSE,FALSE,3.662
2022JUL101016jmatpr202203537,"A new multi-stream approach using acoustic and visual features for robust speech recognition system",JUL,2021,JUN,2022,"N. Radha","A. Shahina","A. Nayeemulla Khan","Jansi Rani Sella Velusami",NULL,NULL,NULL,article,Journal,"Materials Today: Proceedings","Elsevier BV",2022,4,62,4916-4924,Scopus,Q3,1,10.1016/j.matpr.2022.03.537,NULL,http://dx.doi.org/10.1016/j.matpr.2022.03.537,2214-7853,FALSE,FALSE,NULL
2022JUL101016jmatpr202204996,"A multimodal Lombard speech recognition system for the confusable Hindi syllabic units",JUL,2021,JUN,2022,"S. Uma Maheswari","N. Radha","A. Shahina","P. Prabha, B.T. Preethi Sri, A. Nayeemulla Khan",NULL,NULL,NULL,article,Journal,"Materials Today: Proceedings","Elsevier BV",2022,6,62,5034-5041,Scopus,Q3,1,10.1016/j.matpr.2022.04.996,NULL,http://dx.doi.org/10.1016/j.matpr.2022.04.996,2214-7853,FALSE,FALSE,NULL
2022JUL1010800005114420232218164,"Assessment and classification of grid stability with cost-sensitive stacked ensemble classifier",JUL,2022,JUN,2023,"Karthikeyan Ramasamy","Arivoli Sundaramurthy","Durgadevi Velusamy",NULL,NULL,NULL,NULL,article,Journal,AUTOMATIKA,"TAYLOR & FRANCIS LTD",2023,6,64,783-797,"Scopus, Web of Sciences",Q2,2,10.1080/00051144.2023.2218164,NULL,http://dx.doi.org/10.1080/00051144.2023.2218164,"0005-1144 1848-3380",FALSE,FALSE,1.79
2022JUL1010800377206320222101552,"Clinical Decision Support System for Ophthalmologists for Eye Disease Classification",JUL,2023,JUN,2024,"V. Sivamurugan","P. Indumathi","V. Thanikachalam","R. Rajakumar",NULL,NULL,NULL,article,Journal,"IETE JOURNAL OF RESEARCH","TAYLOR & FRANCIS LTD",2023,12,0,Jan-18,"Scopus, Web of Sciences",Q2,1,10.1080/03772063.2022.2101552,NULL,http://dx.doi.org/10.1080/03772063.2022.2101552,"0377-2063 0974-780X",FALSE,FALSE,1.5
2022JUL1010801751347220232185055,"Scalable Hridaya kolam and Aishwarya kolam",JUL,2022,JUN,2023,"R. Srinivasan",NULL,NULL,NULL,NULL,NULL,NULL,article,Journal,"Journal of Mathematics and the Arts","Taylor and Francis Ltd.",2023,3,17,277-292,Scopus,Q1,1,10.1080/17513472.2023.2185055,NULL,http://dx.doi.org/10.1080/17513472.2023.2185055,"1751-3472 1751-3480",FALSE,FALSE,NULL
2022JUL10108814024896ac9dcd,"Impact of process-induced ellipticity on the RESET process of cylindrical phase change memory devices",JUL,2022,JUN,2023,"Suresh Durai","K C Chandini Devi","Srinivasan Raj","Anbarasu Manivannan",NULL,NULL,NULL,article,Journal,"PHYSICA SCRIPTA","IOP PUBLISHING LTD",2022,11,97,125005,"Scopus, Web of Sciences",Q2,0,10.1088/1402-4896/ac9dcd,NULL,http://dx.doi.org/10.1088/1402-4896/ac9dcd,"0031-8949 1402-4896",FALSE,FALSE,2.9
2022JUL101093comjnlbxaa027,"Will I Regret for This Tweet?'--Twitter User's Behavior Analysis System for Private Data Disclosure",JUL,2022,JUN,2023,"R Geetha","S Karthika","Ponnurangam Kumaraguru",NULL,NULL,NULL,NULL,article,Journal,"COMPUTER JOURNAL","OXFORD UNIV PRESS",2020,5,65,275-296,"Scopus, Web of Sciences",Q2,7,10.1093/comjnl/bxaa027,NULL,http://dx.doi.org/10.1093/comjnl/bxaa027,"0010-4620 1460-2067",FALSE,FALSE,1.762
2022JUL101142s0218126622400084,"Reconfigurable FET-Based Tunable Ring Oscillator and Its Single Event Effect Performance",JUL,2022,JUN,2023,"G. Durga Jayakumar","Susanta Kumar Pal","R. Srinivasan",NULL,NULL,NULL,NULL,article,Journal,"JOURNAL OF CIRCUITS SYSTEMS AND COMPUTERS","WORLD SCIENTIFIC PUBL CO PTE LTD",2022,12,31,NULL,"Scopus, Web of Sciences",Q3,1,10.1142/s0218126622400084,NULL,http://dx.doi.org/10.1142/s0218126622400084,"0218-1266 1793-6454",FALSE,FALSE,1.278
2022JUL101142s0219455422501280,"An Effective Crack Identification in Civil Infrastructure with IoT and Improved Convolutional Neural Network",JUL,2021,JUN,2022,"S. Yoganand","S. Chithra",NULL,NULL,NULL,NULL,NULL,article,Journal,"INTERNATIONAL JOURNAL OF STRUCTURAL STABILITY AND DYNAMICS","WORLD SCIENTIFIC PUBL CO PTE LTD",2022,4,22,NULL,"Scopus, Web of Sciences",Q1,1,10.1142/s0219455422501280,NULL,http://dx.doi.org/10.1142/s0219455422501280,"0219-4554 1793-6764",FALSE,FALSE,NULL
